-2.047120823917714105e-01,-2.724558723431218521e-01
-3.393322955095661175e-01,-5.208357630838331698e-01
7.564913725946504908e-01,9.617460809765527863e-01
-5.278747599169435478e-01,-2.296744707665379082e-01
6.148303220082562692e-01,-3.414310957738715402e-01
-8.113087123327056283e-01,6.750158264869254854e-01
-6.019306524249556922e-01,4.311183757387480053e-01
1.548492427960814766e-01,-9.642352387197914432e-01
-8.611602058842247054e-01,8.392907890666831960e-01
1.420080513084063245e-01,2.091505978355598927e-01
-8.392175434818935909e-01,-3.383267492873571758e-01
4.117494103408707584e-01,9.727851704179026893e-01
8.976814192970337114e-01,2.272384193812888586e-01
1.750934776286094952e-01,-4.061592160183193911e-01
-4.749531658128349765e-01,-9.129524604675338662e-01
-7.233904202726126886e-01,-1.734832306343325747e-01
8.924843827863770951e-01,-8.559915978032943684e-01
9.975976036100671074e-01,-5.066720873288359517e-01
-7.868294924776206845e-01,-3.811693249764933622e-01
4.697180627677632891e-01,7.399938871138651564e-01
-6.803917019824250456e-01,-9.517938804189662871e-01
8.435937848452408350e-01,2.399834217804930336e-01
4.940203128892666218e-01,1.681306886331925821e-01
7.937400318451282022e-01,7.245547663094971114e-01
1.351822049957540628e-04,-2.160634378196684136e-01
1.010166326528367797e-01,-8.384232255853196758e-01
6.099631041255160202e-01,-7.506524543674619743e-01
-6.271790628971989356e-01,7.282153641326807314e-01
1.934049569786044920e-02,-6.280171671091927532e-01
-7.274089148994742349e-01,-1.713251615758988322e-01
-1.901318911097262809e-01,-2.077167478876797979e-01
4.191708953940080917e-01,5.162310882933092149e-01
-5.571587330595713095e-01,4.881359117192647368e-01
-6.080592701537868017e-01,-6.087537256534307772e-01
6.283406384565333180e-01,-4.826407859641526077e-01
-6.270394000619845531e-01,8.293710861907386267e-01
5.108833926571729744e-01,-9.706635763197013489e-01
7.927649804456540217e-01,-4.726779276985559886e-01
8.171857686090098216e-01,3.002484907954139359e-02
2.420541513992946481e-01,4.989327726852550438e-01
-2.175495163962983813e-01,8.968385257411710665e-01
4.730468848269717697e-01,-3.167950576381741712e-01
9.237278495850980153e-01,3.767032343027423291e-01
-8.907568351295336306e-02,6.084110288343527184e-01
-3.480127750067849579e-01,7.218619954436622521e-02
-8.455216156223912538e-01,6.330688404212789777e-01
-2.511433218303071868e-01,1.885634783356877620e-01
7.872924529815030770e-01,3.991846553599913694e-01
4.055385579334094270e-01,-6.303664332934273418e-01
-6.292923862826398373e-01,-3.860362266756658389e-01
