-5.611534661385846334e+00,8.330302724605036957e+00
-5.474964473139188215e+00,5.515821814612971608e+00
1.629977818011408175e+00,-7.005361149176740909e+00
5.599409566844071762e+00,9.130786981156902016e-01
-5.270136878672875724e+00,-5.054659510790489030e+00
4.590923269179619126e+00,6.440260455805084661e-01
9.940599075052336531e+00,5.182762069042434305e+00
-5.702608002241551510e+00,1.259711046029982739e+00
-6.185856450192970257e+00,-7.922864105145741576e+00
7.054654533500617219e-01,-1.421582314302519023e+00
-9.605147113703864648e+00,-4.971612442141530863e-01
2.029489493172897951e+00,-4.660884690800532582e+00
4.736211985301252980e-01,7.502980176126765599e-01
-1.292500301218604264e+00,6.217517273655918331e+00
3.363142651122686289e+00,9.931483699973806978e+00
9.307180201795631547e+00,6.662255197124345329e+00
-5.491590025991013313e+00,-1.832108772962971699e+00
-2.258966839235392321e+00,4.550703180963392214e+00
-1.647092043547679907e-01,9.342683488140934855e+00
8.127145634349165704e+00,1.419275822601646198e+00
1.234949518273287694e+00,1.783064346016317359e+00
-3.686885471229713218e+00,8.515666459317206005e-01
2.089163527008233601e+00,-8.823269316714682731e+00
8.117230729528024824e+00,-6.939976853372897381e+00
8.482690038162001400e+00,-9.195768146973900770e+00
-4.429626608006314470e+00,6.283944737109862899e+00
6.412093522730287987e+00,7.849903248566239000e+00
2.040063473614397438e+00,5.445080382945196362e+00
6.592639684752683138e+00,1.743469573722489230e-01
9.271924836087478639e+00,-9.083198449167525723e+00
3.993764619616300138e+00,7.581217181581806130e+00
1.098936606273460015e+00,-4.708321060042259809e+00
-2.567974783754856105e-02,-5.593221254375453810e+00
4.734105892129162996e+00,6.539968329921936885e+00
-6.167429669025601413e+00,7.262381595348301744e+00
3.286504535856209941e+00,-2.299179747447299249e+00
-9.274605351506544082e-01,-4.820727387058285629e+00
-2.400475132568955061e+00,7.021796907026704559e+00
5.867683376295126152e+00,-1.021507479634784943e+00
-5.765382327096750359e+00,-7.787717807558120597e+00
7.892090804243583335e-01,3.436720951152594239e-01
-2.362868779626214888e-01,-6.865818623144592792e+00
2.077538058322041081e+00,-5.810666539805944275e+00
1.588479290851839920e+00,8.634311051511986079e+00
9.426755678447715781e+00,-4.540658500694974009e-01
-2.957946000634317230e+00,-4.910946073551986757e+00
8.165541835048692576e+00,5.030395532547853321e-01
3.895011404321147452e+00,-9.795602371785445683e+00
3.318629536843239691e+00,5.966302709759791156e+00
1.484904800696831728e+00,8.789354621218961938e+00
